CIN,Name,roc,status
AAB-4125,PASCO MOTORS UDAIPUR LLP,Delhi,Active
AAC-0572,CORPORATE LAW SOLUTIONS LLP,Delhi,Active
AAC-2312,MOSAIC NEW AGE BUILDLAND ADVISORY LLP,Delhi,Active
AAC-3290,ABACUS LAW ASSOCIATES LLP,Delhi,Defunct
AAE-0501,3DM OVERSEAS LLP,Delhi,Active
AAE-3547,SHRI HARIHAR AUSHADHALAYA LLP,Delhi,Active
AAE-8141,ALTA AUTOMATION LLP,Delhi,Active
U67190DL1958PTC002944,THE DELHI BROKERS ASSOCIATION LIMITED,Delhi,Active
U67190DL1969PTC005080,UNIVERSAL INVESTMENT TRUST LIMITED,Delhi,Under Liquidation
U67190DL2011PTC229231,LIFETIME FOREX SERVICES PRIVATE LIMITED,Delhi,Strike Off
U70101DL2005PTC139903,NADISH REAL ESTATE PRIVATE LIMITED,Delhi,Active
